Channel,imaqtpie,Reckful,RatedEpicz,LIRIK,Nightblue3,nl_Kripp,Meteos,sneakylol,Doublelift,Amaz,IzakOOO,SilverName,Castro_1021,TimTheTatman,YoDa,CohhCarnage,hanryang1125,Dyrus
Language,English,English,English,English,English,English,English,English,English,English,Polish,Russian,English,English,Portuguese,English,Korean,English
2020-11-18,15090,0,39796,134310,27159,54592,21680,75361,64126,3747,17538,0,43596,162418,0,89725,0,20122
2020-11-19,30816,0,36911,2862,19443,60587,0,89335,0,3706,20747,75801,128178,263369,0,71602,160625,22740
2020-11-20,35783,0,10168,124872,0,59300,21600,122568,0,3819,20844,98116,140615,350040,98032,100878,153901,13748
2020-11-21,16088,0,42246,140659,0,46173,0,76568,0,0,8922,101255,94633,0,138410,6855,131689,21174
2020-11-22,30516,0,46426,159185,0,61652,21157,16263,0,0,0,93686,0,0,84292,8288,167252,7767
2020-11-23,28188,0,47047,31332,0,55190,0,112362,0,3360,17282,63546,141518,181991,112326,92593,12854,11604
2020-11-24,13815,0,53218,191592,0,76407,0,36119,0,3340,7010,103544,211321,448640,47732,70066,223698,14807
2020-11-25,26323,0,48111,74539,17869,26928,0,31224,0,2851,20112,39412,172727,52431,107322,67289,152604,13862
2020-11-26,24075,0,35210,8824,30847,51681,0,0,0,2593,19150,0,182463,0,84956,43854,109943,19450
2020-11-27,13658,0,18879,0,28679,40305,0,75689,0,2470,7498,51094,323192,0,13146,104204,111211,20108
2020-11-28,5207,0,70227,91366,18353,51912,0,60344,0,0,16787,58176,214813,0,83852,62518,145178,5247
2020-11-29,0,0,51010,159234,15439,35433,0,26203,0,0,24748,99567,182995,0,160923,74125,159366,17748
2020-11-30,0,0,47944,159242,23705,51179,0,66499,44560,2678,21795,167508,151840,152141,225342,69132,121573,22346
2020-12-01,18354,0,61865,110036,10489,45787,0,0,27171,3555,19803,0,0,223097,0,101409,0,21081
2020-12-02,27480,0,37817,123776,39588,38733,0,26727,0,0,16561,100872,129223,300792,0,59934,0,8308
2020-12-03,21827,0,29727,6116,24263,44674,0,21955,76432,2028,26000,0,149301,173329,0,68953,84714,16307
2020-12-04,17849,0,59112,142896,34051,38135,0,45006,38955,5996,3474,45175,248589,161313,0,109344,143689,12129
2020-12-05,21023,0,59413,0,36019,39171,0,9377,0,795,0,0,154399,0,0,91786,118787,8105
2020-12-06,30393,0,73367,161275,43503,42771,0,60392,0,0,24151,79974,138691,0,0,97459,152742,11853
2020-12-07,28655,0,69167,153595,38578,43178,0,48472,17261,7562,19219,0,130173,187264,0,88263,124131,24255
2020-12-08,23948,0,76645,129260,123822,38865,0,45434,44237,5167,0,41377,0,192240,113405,74253,0,4886
2020-12-09,24159,0,67059,185131,60237,45315,0,27064,25823,6155,0,0,112517,334637,92828,580420,371642,7531
2020-12-10,15850,0,48658,155933,22074,27158,0,28564,47526,5452,29083,0,137232,202216,319719,362955,168815,7246
2020-12-11,26638,0,16333,170780,28432,14298,0,19393,25559,0,13422,0,298603,81653,140302,357895,156657,10138
2020-12-12,4587,0,66779,105180,19508,33306,0,40453,67401,0,25050,0,199768,0,19996,281815,168878,0
2020-12-13,21565,0,55930,142965,7653,0,0,16263,25517,0,10835,0,159846,0,152304,157659,103232,18786
2020-12-14,11918,0,70323,102065,31317,36395,0,28523,117769,5920,21258,101647,147703,0,138845,174691,111674,9013
2020-12-15,35083,0,60370,80619,446,92743,0,20120,62719,8730,16197,32389,181715,190719,7369,143657,107043,14626
2020-12-16,10075,0,65500,6002,22720,96456,0,21383,0,8911,26173,120991,0,512936,72888,113874,0,7015
2020-12-17,14062,0,50157,0,23645,81590,0,12437,46004,8169,11641,106538,144348,239798,154734,83561,118375,8249
2020-12-18,7950,0,13561,95113,13891,65743,0,21492,22644,8353,11584,68001,204477,285384,155637,118118,95454,5491
2020-12-19,19678,0,43561,135582,17962,45957,0,7920,0,0,9990,106848,198009,0,115031,99738,137505,13885
2020-12-20,33472,0,72884,148263,39682,47619,0,26848,0,0,18075,96524,157429,0,0,130401,155955,6893
2020-12-21,14232,0,80827,146200,30421,43029,0,0,0,8655,15586,0,217776,280278,63452,112924,0,10592
2020-12-22,28380,0,61494,122788,23098,40130,0,15496,0,8603,30260,108359,0,258561,87198,107511,0,8108
2020-12-23,19191,0,49969,118618,24928,31461,0,20095,22440,9600,18225,10833,206034,188244,126795,76114,139159,8274
2020-12-24,24242,0,41252,3347,27431,51293,0,23604,46228,6902,0,65655,132784,0,61300,86655,155331,5934
2020-12-25,6293,0,4735,0,28648,41185,0,30800,27891,12115,0,73067,0,0,0,61273,164523,17973
2020-12-26,0,0,50799,126567,47627,11226,0,27095,0,0,0,0,184346,41512,95802,96012,195280,17632
2020-12-27,0,0,50965,153621,41684,51038,0,36491,33334,0,69897,72646,146177,11650,147340,121541,147099,4460
2020-12-28,0,0,48616,103353,34344,57003,0,28714,34226,7767,21184,60918,162660,162331,146884,80503,0,10047
2020-12-29,0,0,53730,130059,34746,50590,0,25215,0,5550,17257,0,132942,168328,142984,88871,189484,6369
2020-12-30,0,0,24783,112927,33970,52091,0,34430,17714,10058,16190,66540,139469,191243,111158,86647,176433,11409
2020-12-31,0,0,75229,9404,33645,39818,0,27959,44516,8135,1704,147161,63044,0,0,55924,206152,9005
2021-01-01,15906,0,13014,138766,11515,16147,0,26884,6346,0,15039,2525,109953,0,0,121038,194218,8750
2021-01-02,27442,0,45073,141171,2213,49667,0,26598,47778,0,22701,66180,0,0,0,75131,195061,4163
2021-01-03,44568,0,62751,159010,55658,57255,0,20785,31577,0,22499,106009,0,0,10844,68980,173647,9880
2021-01-04,34667,0,46124,126450,26886,50543,0,0,23010,2013,28495,88995,115119,199498,192525,54283,171741,5675
2021-01-05,16527,0,47052,141664,22588,52473,0,29403,0,8000,25261,90530,0,194721,234165,60109,199346,6692
2021-01-06,20929,0,31440,82042,32326,50125,0,18047,18023,5848,27442,87835,145146,159735,214401,71892,139873,7334
2021-01-07,20447,0,10713,0,30128,62183,0,18794,46198,7155,23373,72269,132489,209336,223373,32933,0,1727
2021-01-08,24881,0,33441,95784,37189,20903,0,5799,31286,6442,13348,86494,218274,344187,210753,66088,0,4293
2021-01-09,7407,0,36134,131358,33898,45974,0,41134,66759,0,9155,0,155163,0,130061,99462,170361,5888
2021-01-10,47848,0,48702,159775,40688,51576,0,44640,39482,0,30577,86388,125945,0,229511,123207,172291,9587
2021-01-11,52510,0,127673,127380,47334,48298,0,54836,0,9768,28036,0,90652,271521,256647,111286,168874,16447
2021-01-12,34411,0,9479,136030,0,49270,0,0,44986,8886,25783,123114,0,287293,290757,89305,124477,10270
2021-01-13,20423,0,49037,122462,11409,50975,0,45201,15879,10616,36370,70930,166792,286429,246181,107651,0,11042
2021-01-14,20047,0,26489,0,26358,53320,0,33737,34894,10115,51994,100271,144162,227324,282978,131204,165416,7643
2021-01-15,18509,0,40444,105809,30541,60619,566,30452,37025,10110,0,0,174053,0,148387,137537,183850,4665
2021-01-16,14207,0,33352,146008,33566,61274,4567,10065,105996,0,14430,0,0,0,252991,124468,184672,442
2021-01-17,9628,0,41982,171690,36992,63540,5156,40211,88733,0,12484,91529,110131,0,196262,136629,193321,15408
2021-01-18,16315,0,46961,139699,5202,44445,1352,60180,40240,9733,38730,149949,134541,275536,88461,109396,160510,11713
2021-01-19,26227,0,24351,126473,28252,36216,0,0,22826,13507,25257,56616,155097,402850,191817,114442,165434,5235
2021-01-20,13345,0,16279,64132,33767,44861,1483,57000,47041,9927,16088,26616,0,242221,69202,106089,178502,3055
2021-01-21,17541,0,61808,0,34488,90130,2504,18697,45646,13525,45979,93162,173867,20378,245917,85851,0,14580
2021-01-22,18673,0,42829,123879,26072,93181,3190,16292,13243,10489,109105,132828,639160,0,192085,121209,0,11535
2021-01-23,11585,0,29671,134504,25204,48848,4452,38275,124601,0,46170,0,481649,0,73942,96037,216528,0
2021-01-24,15495,0,45546,172034,32035,39453,3088,33914,117188,0,11655,63510,445185,0,223518,145598,257084,15532
2021-01-25,21122,0,47587,121583,18268,51149,4415,0,41860,12220,31321,0,378355,291037,395029,111037,153484,3494
2021-01-26,23399,0,47433,107003,21146,55315,312,0,0,10676,36842,93936,352682,302660,125452,102902,0,3732
2021-01-27,9541,0,43183,102847,21342,54288,2920,47847,17297,9513,32524,81943,226158,246265,176779,81842,165874,3767
2021-01-28,0,0,21301,0,44534,41067,1590,50699,58750,10060,29766,129726,393804,282314,106133,49701,133657,15765
2021-01-29,0,0,56775,129649,28730,49209,460,50397,123632,13782,15093,112144,324124,240668,0,111276,174793,17904
2021-01-30,0,0,53790,153001,31554,41799,4934,31759,171183,0,0,186686,240471,18637,0,69231,189863,1640
2021-01-31,0,0,37264,175587,38351,44714,4240,54654,205430,0,0,100972,140606,0,75444,87328,147793,16331
2021-02-01,16571,0,18063,1742,18999,48264,1485,0,72657,11914,43309,0,206005,259535,259601,77869,0,19505
2021-02-02,24764,0,52934,128914,0,49089,0,58102,0,1003,25816,104320,0,275901,200181,93250,0,2853
2021-02-03,24736,0,47581,123717,16451,46786,374,42659,29909,11276,32463,0,0,256866,166788,67265,184884,14016
2021-02-04,17293,0,32027,0,31753,43845,1426,44964,138926,8666,18600,96302,167038,256254,284230,29896,137922,3947
2021-02-05,15399,0,18422,146099,29963,28705,1011,36429,90035,8744,11658,97945,291129,232146,243383,56709,151933,5497
2021-02-06,8006,0,80955,240789,31570,43793,5066,21880,135670,0,19242,107381,183942,0,312165,130100,151872,515
2021-02-07,9937,0,41292,185467,31703,42956,3854,59633,174583,0,21561,0,0,0,0,153666,177170,33074
2021-02-08,21338,0,56038,166249,19995,35679,1319,36523,55513,13151,15000,121765,0,0,130304,134778,150482,914
2021-02-09,15215,0,53861,116011,16382,36243,0,53062,0,0,29398,118782,0,217392,176951,148350,0,4538
2021-02-10,22737,0,60243,208340,43479,46886,465,0,30977,9753,24179,46973,0,240339,216130,125512,168829,12811
2021-02-11,21905,0,59953,26223,35284,44651,1586,68125,95634,8377,14270,43787,206201,233463,256798,177796,174496,6823
2021-02-12,16338,0,60128,191428,41685,40509,628,47874,70960,10513,0,142017,217177,206488,166622,163194,170105,36585
2021-02-13,16691,0,44334,210084,26902,41634,5807,38018,135266,0,0,77070,151020,0,138299,160849,189943,19543
2021-02-14,22764,0,11002,183260,21234,42587,6585,55797,117862,0,0,0,77675,0,246310,95915,178289,0
2021-02-15,26183,0,98801,195874,0,48799,1669,9509,24978,0,27614,120200,0,0,135783,159092,0,21605
2021-02-16,22088,0,83090,196408,15367,46996,0,57449,0,0,0,88072,0,332450,103858,176144,0,9909
2021-02-17,23237,0,70857,125033,33840,43054,0,36807,0,0,0,0,0,189281,374233,122906,0,4448
2021-02-18,17811,0,57314,0,28886,43962,0,0,7114,8970,0,110331,168368,201832,141499,154508,186461,5248
2021-02-19,13469,0,52562,181127,34779,60048,885,37638,52518,10987,0,89468,254046,154850,28022,107561,173506,21290
2021-02-20,15258,0,49703,190933,19439,87040,8218,46129,0,0,23407,96284,0,0,114215,155940,201430,18492
2021-02-21,18125,0,42830,182674,38467,45851,10786,58031,0,0,14563,87231,0,0,0,154204,168842,0
2021-02-22,22111,0,19392,0,19662,29530,4128,58985,24081,11521,37490,107397,0,160816,71736,130784,170555,10124
2021-02-23,20833,0,47582,0,5827,53687,0,51032,84157,11735,4224,131932,0,168306,153649,126043,0,0
2021-02-24,21962,0,63002,169931,34305,49714,0,53466,62629,10155,32448,0,0,168357,53339,85509,181126,15257
2021-02-25,23997,0,47924,51231,36763,45904,0,39575,32520,11250,0,98319,141864,376132,139449,64759,163158,13268
2021-02-26,19584,0,24019,159603,16864,44911,1729,2174,78532,11352,0,0,233518,165689,126742,137720,163823,11838
2021-02-27,3089,0,54780,153603,28380,46222,5478,19406,156151,0,0,0,175848,190293,121268,125831,173804,3350
2021-02-28,0,0,72532,159555,24374,0,4524,51012,134198,0,0,77084,173830,0,29706,104420,214685,21525
2021-03-01,16725,0,44230,156420,17328,45424,2242,56971,25575,10846,31091,100909,0,254146,122675,107594,165712,12661
2021-03-02,27662,0,27304,185489,47812,36629,0,47281,17073,13922,34991,128645,210797,225612,0,109181,144080,292
2021-03-03,15531,0,56554,136513,20648,46796,0,48471,43994,11061,30854,72247,145018,238652,0,108925,0,12664
2021-03-04,25097,0,52534,0,44418,44853,0,39656,63176,15252,24847,61577,142768,152303,0,94123,0,4856
2021-03-05,19102,0,68136,127872,19729,39924,574,39192,17448,10104,23923,98387,218919,164644,0,95022,154974,6253
2021-03-06,30699,0,49393,153009,0,45390,7709,18682,157416,0,0,66650,150665,220066,0,125247,176163,6680
2021-03-07,31607,0,129331,197769,17355,53573,7347,52953,143559,0,11482,59890,0,0,0,106895,197662,10110
2021-03-08,23602,0,77388,3675,33559,35022,3297,56894,66227,12813,31374,0,169400,219868,0,86552,156402,6486
2021-03-09,36580,0,81751,137964,58993,40644,0,0,0,13136,23031,84895,152910,253162,34040,73469,124040,9912
2021-03-10,23369,0,55478,150782,20020,29420,0,52475,17222,12096,65760,40846,0,270177,91762,73490,0,12160
2021-03-11,15358,0,23129,1635,23630,48079,0,62113,100542,14560,28689,0,126140,395050,87353,66073,132556,10668
2021-03-12,16173,0,74028,137462,0,49253,866,46785,67761,12214,0,163237,159546,238832,107819,55426,140874,16718
2021-03-13,24819,0,69885,142925,25294,31792,19402,31108,175699,0,0,149324,0,188129,102642,107245,219594,0
2021-03-14,24862,0,95208,136150,37306,38993,10993,45657,200524,0,20699,155058,0,0,26202,116477,170351,11377
2021-03-15,22668,0,85643,155235,48721,51328,2772,43748,79525,0,24805,0,139101,276782,153073,80951,105773,19960
2021-03-16,12931,0,98763,80184,40378,41524,0,53691,0,13742,24916,177773,125248,200018,194747,96483,0,14897
2021-03-17,25009,0,47031,127031,46707,44122,0,44971,39036,11506,44155,86070,0,216054,181678,135347,0,30365
2021-03-18,27250,0,23044,6367,41509,48067,0,49098,20332,9085,31918,0,120228,112528,151152,77162,142811,20453
2021-03-19,16513,0,83619,136560,16444,42533,3138,36293,43810,8470,18314,101037,0,0,195096,94551,126134,625
2021-03-20,31546,0,55431,123254,0,42968,14925,38301,196425,0,5513,137130,101022,0,145029,104051,134003,24091
2021-03-21,2726,0,53624,160471,21160,42053,5149,37268,108346,0,14716,191031,0,0,8140,58204,147414,13175
2021-03-22,23732,0,145606,127384,55749,31974,0,15054,0,11109,29620,119487,0,256206,155684,92265,147760,16062
2021-03-23,21288,0,71976,106421,48693,91200,0,74247,0,15060,26025,160800,0,183659,53770,60858,136896,0
2021-03-24,18231,0,65080,102120,50337,30938,0,55099,0,12278,26551,0,0,238509,150079,100055,0,23864
2021-03-25,0,0,27925,0,27126,0,0,65822,45870,11946,24111,143643,87591,288313,129376,65189,147380,11633
2021-03-26,15957,0,69245,150223,37570,0,0,51137,28471,11000,27846,36294,123329,239725,159033,106876,141839,10977
2021-03-27,13511,0,118205,151828,25442,0,5044,68948,125363,0,20329,136508,131194,252747,139700,72658,131096,6764
2021-03-28,11621,0,104296,157281,27400,0,6006,34390,98208,0,13139,99417,0,0,118236,92758,151423,21433
2021-03-29,0,0,92906,152807,35206,45045,7184,32206,0,12710,29115,0,111617,243408,195019,84532,148077,18483
2021-03-30,7806,0,48823,137557,60063,114133,0,37011,44702,10901,31354,112654,0,266921,144368,72276,158493,21149
2021-03-31,6049,0,118099,142576,50448,73015,1259,35235,42798,9661,13809,115654,0,231459,137903,172803,2004,4692
2021-04-01,15606,0,115485,0,35494,14055,1249,41336,16016,9939,17365,97353,130764,239633,108851,156849,0,5547
2021-04-02,14748,0,31286,104311,0,44610,0,46905,23686,8526,0,214085,184594,192520,110403,133362,132342,9908
2021-04-03,6471,0,62775,143220,19558,46760,5562,55141,150288,0,0,187392,140384,226129,6245,107256,196587,8835
2021-04-04,11452,0,92163,160007,47164,31635,6560,29280,159834,0,0,110871,132770,0,115891,100626,110244,4094
2021-04-05,19982,0,102907,154651,54434,55064,445,24692,4155,11266,11233,58926,0,247713,19391,90467,98002,7807
2021-04-06,13487,0,90566,161877,60866,49401,0,56047,0,9700,23603,127380,91004,290361,93422,74878,135691,9510
2021-04-07,16412,0,118290,24947,29301,51076,0,57075,26222,11522,35624,0,0,339508,79080,112857,108233,6048
2021-04-08,14553,0,58812,142030,19111,37343,0,44729,32822,9868,27789,72949,127687,194648,92331,58940,0,3016
2021-04-09,12319,0,39628,122499,10426,51968,0,44217,39565,10106,17587,87129,160646,314183,178006,74955,147362,8358
2021-04-10,12232,0,91503,181738,21969,46904,6656,63368,206097,0,0,90702,130519,0,84836,83662,92448,1894
2021-04-11,13360,0,139867,174113,17339,45585,8266,36093,193282,0,5049,90929,0,0,13019,108647,102731,5245
2021-04-12,9433,0,165487,0,49255,55339,6370,46188,134720,9764,8142,0,121737,267832,126462,58598,125543,11162
2021-04-13,13599,0,121380,142748,46935,36266,905,38441,0,13738,22777,0,39720,321769,79469,45306,143363,5750
2021-04-14,9088,0,137752,159516,44261,60355,2232,41751,28830,9595,31160,32229,0,146988,142688,52798,121673,4685
2021-04-15,6065,0,157685,0,41169,51987,4428,58371,78286,11226,19992,76998,138233,0,214712,44963,0,2924
2021-04-16,11902,0,179219,183032,16100,49265,11493,46930,62883,10568,7340,81789,114233,0,139086,54455,0,2470
2021-04-17,11693,0,238105,120930,27473,46417,4212,37688,35400,0,21222,95076,89916,255052,28505,131777,128371,6663
2021-04-18,14984,0,219457,162787,24685,32811,37641,20966,0,0,29744,71608,0,215725,188267,53409,128142,2739
2021-04-19,15551,0,201972,197045,22286,50177,15337,90510,29192,7632,37068,0,0,262540,146406,40628,120253,1774
2021-04-20,7513,0,180725,0,2688,23025,20500,69418,141920,9615,19141,126926,0,326528,159695,37819,119585,8620
2021-04-21,5532,0,212225,175965,37446,33541,3365,35940,34127,8446,30268,53787,0,677868,156422,111000,143747,4752
2021-04-22,1550,0,102850,0,43079,38564,0,59539,25271,11460,30901,61449,0,634199,19468,125731,120407,13175
2021-04-23,19924,0,70930,172051,55684,41090,2498,55638,17451,0,5777,87379,256376,284649,82981,108595,0,6622
2021-04-24,9417,0,187244,175299,49975,51352,10018,0,40508,0,18461,70034,144575,130930,0,107549,107970,1091
2021-04-25,11308,0,158586,208064,46925,17548,11551,59630,59840,0,19928,105315,123317,0,0,81268,160313,1100
2021-04-26,7590,0,162089,155379,31053,43146,7977,65131,0,9121,45,0,102668,407959,0,75833,152569,19627
2021-04-27,13309,0,152527,161868,21852,37977,0,72396,36320,10592,22650,89928,0,221267,0,45965,0,2762
2021-04-28,16610,0,151524,158786,4587,37070,431,72682,18060,10083,61448,0,129790,698453,0,11473,165083,13037
2021-04-29,18885,0,203533,0,41859,34087,668,41238,27165,10908,93292,120863,163529,216977,0,143044,159043,1781
2021-04-30,10577,0,130612,160939,44860,25810,0,71190,28563,9913,0,40946,263921,143223,0,153972,165679,3525
2021-05-01,12250,0,143878,155174,52079,35257,10607,34223,34764,0,0,0,157993,0,4508,96829,133565,5522
2021-05-02,12207,0,238226,237244,60149,40708,9433,81682,29810,0,0,49495,157916,0,112252,119504,116591,22126
2021-05-03,24099,0,379759,153150,45214,38574,5130,79508,24625,10920,8537,104113,215877,260825,125327,82570,127730,15800
2021-05-04,24228,0,237722,148076,26322,98115,0,72215,0,9622,46625,147092,0,235595,202269,92751,0,8181
2021-05-05,11195,0,75467,88154,23721,86289,0,76456,0,13799,25771,109026,129514,287295,26717,82423,0,20084
2021-05-06,17541,0,232386,0,36982,37113,8395,65500,87348,7456,12960,109896,59933,273204,89052,288073,189321,6223
2021-05-07,20397,0,219362,253588,35510,54719,10526,61169,5486,10095,8205,94966,208461,0,85633,127982,130487,15800
2021-05-08,13323,0,178019,237140,22420,54746,6690,49859,75944,0,6340,102935,0,0,8191,113382,153748,22017
2021-05-09,19236,0,266013,197747,48478,57778,13939,74578,0,0,0,109222,0,0,106443,57420,123110,15114
2021-05-10,22711,0,312261,0,30136,63116,13144,68548,29538,7148,21510,0,177563,477332,84748,102115,109627,10541
2021-05-11,17846,0,1327,0,0,55698,16083,47629,48504,0,27862,112384,0,405744,114374,94306,0,14492
2021-05-12,15924,0,0,169366,17321,118707,10736,27822,20524,7458,17180,80744,226735,301758,143286,138316,123838,17736
2021-05-13,12822,0,0,0,35731,82031,0,56222,26028,8991,5482,98217,180579,333631,137661,89187,117931,12276
2021-05-14,11940,0,88095,142725,37601,56893,14142,58441,46990,6306,122260,119225,204412,229519,111234,118008,136026,8482
2021-05-15,18600,0,247386,138938,56414,52496,11033,75872,5597,0,0,0,0,0,38055,101413,156720,11811
2021-05-16,15301,0,280960,179859,40239,60088,16151,70648,15818,0,0,0,193950,0,0,140584,157395,13544
2021-05-17,10141,0,206257,148012,41795,52702,16049,0,39990,9057,0,162497,164118,245553,83453,123498,164842,1434
2021-05-18,14856,0,247512,130929,26020,52886,7982,68145,48894,9692,124349,110460,60433,218124,120477,114872,94760,11853
2021-05-19,17743,0,200959,131869,0,50209,0,55263,11678,8946,213117,36614,87862,282230,101188,102614,0,5811
2021-05-20,11827,0,288084,0,0,27396,0,39588,50203,11007,33352,104948,77396,240086,103378,80670,144192,3602
2021-05-21,22037,0,182666,190286,21349,45701,5027,58915,59212,9377,7683,62541,212146,262526,183545,179482,152390,8192
2021-05-22,0,0,197208,166519,41345,48993,5059,70129,0,0,261768,71545,114406,340215,39472,76243,129214,5075
2021-05-23,21135,0,221807,238672,48166,20872,12720,54605,0,0,2143,90851,117832,0,18735,94703,104005,1628
2021-05-24,11921,0,316869,0,35243,7713,0,83109,43566,11767,15540,67125,155904,296166,89307,101540,146386,10825
2021-05-25,12590,0,237822,148435,19253,55582,0,0,40546,11618,183835,73359,0,208692,49873,88796,0,13538
2021-05-26,14916,0,167621,0,6510,26791,0,25359,34091,10396,66538,68367,130330,274375,89403,89626,0,11306
2021-05-27,3402,0,277907,182793,31962,29750,0,73060,36634,12620,18524,93975,45739,0,68045,95395,151440,4439
2021-05-28,8912,0,182974,168912,19308,44307,0,98924,50726,0,9423,45938,126560,0,73401,119012,132383,9229
2021-05-29,14013,0,171871,127977,32300,45290,0,77639,34539,0,0,0,82039,0,0,83143,126354,9249
2021-05-30,12264,0,98454,205043,40058,45372,0,0,0,0,0,52489,111109,0,7019,69276,164028,2689
2021-05-31,15857,0,74646,154190,27742,58364,0,102215,36213,9679,18903,0,127112,0,169303,78647,140665,7447
2021-06-01,7948,0,152212,125437,12001,49497,0,105121,55796,14717,15988,8899,83416,0,162375,131780,136236,4629
2021-06-02,8145,0,151149,0,8104,32190,0,67468,41401,15972,0,111777,104290,0,113380,98569,126753,9444
2021-06-03,7126,0,88055,154847,26177,33753,0,86684,868,14214,14960,110450,45682,0,59191,47877,168209,4376
2021-06-04,9890,0,63849,0,6565,0,1244,69167,48455,10939,0,66697,148622,0,135705,75687,0,10254
2021-06-05,0,0,121415,158957,9676,0,8843,32402,163073,0,0,52404,95322,0,81125,69420,175667,2104
2021-06-06,9268,0,130551,214008,26354,37101,10317,18572,164234,0,0,15827,32077,0,6655,77632,127164,1672
2021-06-07,11900,0,171357,194423,16958,48365,2665,32301,47479,14108,26294,0,128401,424819,113880,74829,141849,22091
2021-06-08,18199,0,158011,177128,11184,43471,0,17294,0,12333,33265,51475,0,247077,126259,73314,0,12428
2021-06-09,14269,0,114587,228427,12011,45517,0,77772,7393,9048,13473,37147,89045,273753,51302,108439,146428,9596
2021-06-10,14306,0,66758,119451,25065,48175,0,49708,20794,12266,19740,0,63339,229233,100470,79389,148158,8221
2021-06-11,10210,0,137206,204803,20393,38623,2493,46759,81501,8939,0,0,117769,213944,86089,90364,151041,11707
2021-06-12,2977,0,121104,266733,29846,40872,8568,54648,125736,0,0,0,14683,281264,0,152914,175024,16825
2021-06-13,2779,0,67881,517499,25789,43613,10366,33013,151509,0,0,0,62633,0,0,207566,215107,7977
2021-06-14,13939,0,150370,218466,22651,53313,1746,51539,46931,13446,10897,0,47784,351808,129397,50267,151433,17890
2021-06-15,14180,0,124768,169522,11171,68679,0,79954,2914,11856,26847,0,0,327214,5920,75692,163410,12170
2021-06-16,8554,0,125294,145038,6735,30122,0,43552,25683,9633,20032,3271,50017,417320,157631,74767,114355,2918
2021-06-17,15940,0,125389,0,28146,50343,0,30051,56469,9655,21227,0,0,312240,51576,46889,0,8194
2021-06-18,5276,0,237030,108911,16094,46325,2576,38969,47305,0,19533,0,83577,216787,106096,73508,125652,8354
2021-06-19,8200,0,128738,125512,11696,45648,9142,47762,135360,0,0,55657,24413,298805,71292,51180,137067,13583
2021-06-20,10409,0,91138,190843,15040,36289,10121,56847,153612,0,0,59361,0,0,5293,72737,125197,18490
2021-06-21,9532,0,255254,155299,10291,44950,3004,38828,40477,9563,21432,53735,0,245242,75700,52985,129940,10554
2021-06-22,12377,0,230849,180177,906,48155,0,16810,0,10054,21997,51294,0,315204,174158,80953,109958,8884
2021-06-23,9608,0,199255,0,13254,40742,0,62999,0,10615,0,11599,0,468424,73601,78698,0,13082
2021-06-24,13806,0,75403,0,15820,46221,0,33502,29959,11343,19705,43885,0,315189,51260,59895,145246,8199
2021-06-25,2399,0,69645,123448,16784,35687,2585,51760,85077,8414,18830,37731,0,110709,85243,177595,0,6818
2021-06-26,8670,0,113546,125396,9513,43854,9398,57662,131583,0,0,56170,0,0,68446,132038,151070,7811
2021-06-27,6551,0,156997,186300,10440,47704,10199,59011,141163,0,6367,54214,0,0,0,106782,167209,5235
2021-06-28,6078,0,195444,0,9184,49334,2928,54178,40130,12308,26868,47310,0,0,35822,40186,143715,6601
2021-06-29,10625,0,230318,80779,1452,47728,0,59825,0,8491,4976,0,0,0,139377,18589,102786,5180
2021-06-30,11252,0,134045,131403,9933,48799,0,32651,8180,13075,21110,44521,0,0,92095,59683,0,3351
2021-07-01,11064,0,130826,0,5511,68332,0,16156,43931,11759,19080,48964,0,226085,43757,40940,127503,5134
2021-07-02,12909,0,45981,118754,2693,85374,2340,21727,59258,9511,0,29922,75467,218819,100553,82298,145133,5235
2021-07-03,16391,0,149230,91224,7565,51034,9179,47897,120566,0,10754,84399,0,170587,79128,89085,136074,4859
2021-07-04,11862,0,148733,153988,6740,43746,9372,52944,135644,0,3832,0,58318,0,0,117596,155298,10620
2021-07-05,17119,0,203615,120443,11353,49952,1863,43359,26754,10558,22190,67393,63923,173065,101956,119679,133303,8303
2021-07-06,21041,0,40398,0,9645,52012,0,52438,0,8715,2529,52988,0,0,98721,53447,106811,9847
2021-07-07,8746,0,44541,64503,9665,48323,0,25092,0,10748,16160,24508,43671,0,111533,62750,0,5759
2021-07-08,22447,0,150167,12440,11533,0,0,36278,26544,10145,19246,40494,62465,178516,803,62788,0,794
2021-07-09,21197,0,115537,128250,3405,49467,2604,30583,51022,10014,0,32289,51860,0,139660,60012,123386,9878
2021-07-10,16205,0,180726,114513,3468,44194,14739,59348,71623,0,0,29625,27333,0,78040,60735,146843,8616
2021-07-11,23483,0,116636,137057,8650,54186,11924,51898,91247,0,0,48378,0,0,0,64580,150556,10994
2021-07-12,13426,0,193113,124286,9144,46501,1145,42186,9596,11536,0,0,0,258675,45187,65835,146660,15366
2021-07-13,25049,0,167708,95485,9985,52669,0,44401,0,9152,12051,40306,60225,225210,164178,67140,97375,14044
2021-07-14,13746,0,119023,101299,3364,52522,0,23817,6141,9555,12235,0,45220,326019,275068,64856,0,12074
2021-07-15,15592,0,46145,0,1956,48019,0,41558,29009,9504,16393,73292,40574,232239,147718,34840,102552,0
2021-07-16,14753,0,180516,105823,5619,47983,2316,39853,57020,9478,8329,58649,65371,168149,56314,62002,115325,9912
2021-07-17,12461,0,174528,100452,6115,48172,11713,15236,109956,0,0,63270,0,134362,0,88722,100313,1995
